ParentPDG,PDG,Vx,Vy,Vz,Px,Py,Pz
211,14,-0.00447857813439,0.508009864801,136.197303614,-0.406311193575,-6.33032240406,-1650.04023146
211,14,6.65267876995,1.23662887674,471.985173081,8.56730178464,1.9418540317,-1288.38276258
211,14,0.983392132125,1.1774427781,88.1188894693,-0.343939763482,-0.423644956654,0.28802772018
211,14,1.37370433765,0.550274314251,83.1595122192,-0.643317528054,-0.171371086714,0.651338440387
211,14,-0.963673290588,-0.259015020403,208.352326092,0.12850514972,0.0404517606697,0.367886670079
211,14,1.32070260175,-3.88410222478,443.20697865,-2.29510654978,6.36222956095,-30.2096931114
211,14,-1.13337262819,3.81665677573,469.388357011,19.3682377463,-31.8124299469,-954.650993878
211,14,-45.3207640678,-40.3815478932,252.767592275,154.570081976,137.519477643,-906.457244033
211,14,-0.168026412481,0.229582898483,27.5841296799,3.7462740469,-5.15334890955,-811.05189271
211,14,-0.0643730885503,-0.781524743229,30.4994686647,1.12645782132,9.97339664728,-357.146804623
211,14,-3.77508784219,-0.903123014441,331.949835662,0.941659177282,0.218378583374,-0.25877677965
211,14,4.1216808017,0.238121802967,471.801834336,-37.4770288454,6.03730910506,-1382.34497254
211,14,-0.0774756331136,-1.89564417589,468.706511805,-1.3112504154,11.4209805261,-1421.66282436
211,14,-25.9479586304,2.39700171935,419.495568192,27.3968462562,-2.57123280062,-187.593230761
211,14,-12.8312886767,0.694972058554,479.763657003,-8.65034677258,2.2801204195,-711.108788505
211,14,1.71916653945,-0.490473891165,467.120428426,-19.4367801724,-1.09305999813,-1356.23941553
211,14,2.52425727786,-0.78486005557,176.593974893,-28.4683001991,9.61451450308,-2027.87045808
211,14,0.964176170145,0.150788967232,29.4230073762,-17.9514620384,-2.66054117511,-627.683316769
211,14,1.40036122821,-1.02536595287,290.573599645,-4.4659469058,3.20214388443,-1038.16191484
211,14,-1.47045125667,-5.13993808893,405.722301174,0.481956320971,2.16587559866,-1.99368841166
211,14,-0.729496543284,-28.3382270265,493.358327578,0.427716709329,0.871621582785,-394.622484633
211,14,-2.77524234599,-0.684548718287,469.675263995,27.8662846168,16.2941674641,-740.664566801
211,14,0.414337809873,-1.01876811486,154.47590732,-4.07916575188,9.47537382413,-1441.50350566
211,14,10.2417450155,-6.30314775057,466.537358964,-23.5076993684,13.8816502354,-1984.41042705
211,14,-0.149720257913,-0.179370480948,474.6217546,-5.91766421951,3.0526395107,-1649.4733271
211,14,21.5619818596,-15.3254705244,522.979294278,-80.5523368488,58.1629939126,-1730.57202214
211,14,0.0344952594142,-0.19770094013,7.48936811036,2.75523463424,4.48773865634,3.14151273794
211,14,-6.01745112822,0.336486346534,489.14908594,-9.0032242205,-0.670494146139,-49.0088394272
211,14,0.633169700387,-3.54755320377,119.265392099,-0.131069415256,1.28212393336,-0.386448872126
211,14,-0.855287980649,-0.281437195642,401.608979907,0.342355334141,0.0593351246249,0.765573752943
211,14,-0.0292808757052,-0.1890581404,56.9721009926,0.0990514213927,0.0210322839542,0.772258649777
211,14,14.4398626926,-10.7611821741,470.133005714,-48.023322191,35.2181367242,-813.403783952
211,14,0.664536707986,4.41091919782,460.042018172,-2.07598310464,-3.04415451133,-1944.53232012
211,14,-0.645594441075,-1.5993744956,368.873454217,1.79365737477,5.00635938523,-1179.54201747
211,14,-2.60911786178,5.28291981954,78.4120961979,1.20900592401,-2.44012982828,-0.703082284814
211,14,-1.0474974718,-2.84252964567,56.9513421363,37.6428272544,102.466229861,-2087.45199726
211,14,0.494743246688,0.599792125317,11.5310888704,-2.01765541462,-2.51665552347,-0.0973386011893
211,14,0.669421506635,-0.821685076748,77.0105003859,-6.67702780426,8.27739883745,-777.467519044
211,14,-1.36512618726,-1.31101554254,468.635053829,15.5375447458,22.575432324,-1866.86339452
211,14,-0.321924329517,0.93899696165,105.606525848,0.0553574508386,-0.35112678925,0.546430127529
211,14,-1.9576064182,-6.41192201371,369.915850406,14.9200457188,48.7611141637,-2938.2304419
211,14,0.682897812003,-0.0830398675225,94.0442211735,-12.5773619297,1.60877529981,-1855.28039027
211,14,-3.26464780086,-0.816995318731,149.021981566,13.7196749354,3.48187187014,-682.180560934
211,14,11.1755957484,5.77053708918,479.317797716,-54.5164689046,-29.2879355119,-1355.60958956
211,14,1.98436128834,-0.635948714419,44.8516544198,-26.6481346369,8.23276127705,-648.798673284
211,14,1.95706996179,10.06105289,483.770662704,-8.23378039372,-55.0758229181,-1557.47784677
211,14,7.12427837102,-1.65230940227,465.613943176,12.5121472236,-2.88913210724,-1076.98674321
211,14,-0.614433937098,-0.878550324281,434.808138364,0.500962050362,0.652727615915,-990.217284755
211,14,-0.75412730706,0.183802825404,471.334042971,-23.0136784578,-3.1535968973,-263.466213216
211,14,1.08930204342,7.85393692401,505.733170405,-4.23286825669,-33.080677705,-1831.52994854
211,14,2.44531813172,0.923278781482,155.193004811,-34.2376759283,-12.8156481155,-2242.56904569
211,14,5.6081419623,-13.7039823722,468.61572202,-27.3748675395,58.5438878228,-1130.35937832
211,14,0.845513339122,-0.0246239410666,151.869089104,-8.64116478332,0.12004483086,-1468.6626415
211,14,0.484406484797,-2.58087595267,471.087572123,-1.33469028515,32.9558353711,-654.29934232
211,14,-1.03755623619,-1.29995654467,466.409688329,-3.81097277206,14.0937869722,-108.145561499
211,14,1.50386070465,0.0253261497561,60.715013334,-15.1606880073,-1.13642901234,-492.455667118
211,14,3.8206257882,-3.21919645648,482.191230019,4.85845483502,-4.46244508727,-27.7671571526
211,14,-2.66859621003,-2.09432918053,464.279359155,9.47407162489,7.94779942531,-2839.88960932
211,14,-0.374062029504,1.80707103827,473.359536578,3.80850614335,25.6013135595,-929.225891691
211,14,0.171664802665,-0.0813805305882,29.9817503295,-0.27487046184,0.0898768300081,0.605712046142
321,14,-0.195502129891,0.287834326967,15.2257944052,52.1097078084,-75.2616583162,-4266.0774501
211,14,-0.366090511623,-0.061299700985,14.6110326594,0.805644920138,0.105441437199,-0.0245638516606
211,14,0.395472044459,-0.191272192826,21.2869667531,-0.481164432882,0.281210101057,0.749738931584
211,14,0.952871743784,-0.380160682047,79.3547517528,-17.4639610473,6.7578793548,-1543.41579221
211,14,-1.90420711153,0.825318516387,261.709356632,8.54617889117,-3.71391111276,-1256.25420004
211,14,0.782890162405,-0.53256684519,49.7806847126,-8.54355192938,5.64675197319,-629.25563189
211,14,-0.217491244354,-0.230540189087,17.4333973769,0.449741006321,0.505563881665,1.00630464521
211,14,-5.32599189478,-4.4291135238,471.798010291,34.4642376005,33.0230526275,-1776.64131278
211,14,0.654005244636,0.79380257324,14.5858645092,-119.890653582,-148.050856613,-2390.7739369
211,14,0.497731091814,0.432293962558,53.9324477228,-18.888593821,-16.0046254559,-2087.80595793
211,14,3.09665392697,4.4040542887,521.338056322,1.45556632837,1.73143709963,-3.19457302589
321,14,0.0981160010485,0.0201417862527,17.9635933099,-1.65398671826,-1.27877639861,19.6708280524
211,14,-0.803586829476,-3.04738678974,473.99730196,14.9121918553,24.2190467606,-2127.03833899
211,14,0.921917632158,1.28086954969,103.655661141,-0.269601923898,-0.455179234695,0.637261205577
211,14,0.596179798733,1.17074966191,24.5762066205,-0.797230985772,-1.48219396493,1.39098670114
211,14,0.815929617842,-0.574652850024,105.31828593,-0.21842987466,0.166823400982,1.33820208233
211,14,-0.540008995426,2.42911343092,466.201926976,-1.22152786552,22.7434740614,-448.643478997
211,14,-7.98605116283,1.06117804529,25.1072959944,38.3938826625,-3.71313306461,-128.094607349
211,14,-4.29756854892,-2.29065660321,450.904948944,10.4333194917,2.88852498622,-34.089971894
211,14,5.58002456037,-2.45659577258,473.993576259,-43.1501786466,26.2414580794,-2006.3118269
211,14,0.283396336491,0.0780288109598,204.480014427,-0.0940650084726,0.0732378717306,0.491901769612
211,14,0.399703075373,1.22788643535,472.944905395,-0.344248614835,-22.2383712588,-402.977462209
211,14,0.0295583009718,-0.364626808499,12.4547496649,-3.06284376406,37.1977517846,-1437.8763585
211,14,0.114122097996,-0.0218286429051,15.853239738,0.801474345642,2.26876299082,-338.375827007
211,14,0.486755440913,3.61164953282,556.465492281,-1.09090328541,-9.01175986501,-1165.94516785
211,14,-37.7541196264,-74.0442897165,723.200855586,77.9836917015,153.510345142,-1440.00328336
211,14,0.0954064489041,0.437942389109,6.57143463714,-0.0786876052035,-1.77425363022,-0.476250594081
211,14,-1.61716769569,5.46950334812,92.3582574348,0.737438769047,-2.27666272585,-2.12122789307
321,14,0.222534039651,-0.0192424435176,16.0337505084,-33.7035470576,1.59839870682,-3063.21074511
211,14,0.328491340296,0.480066108786,471.488941827,-0.0542780884929,27.3826745093,-493.763083543
211,14,-0.087266336488,0.131469727208,74.3887742385,0.0816659390224,-0.0335972038175,1.17217604823
211,14,-0.386119252376,0.675742603052,53.0887944769,15.7632677988,-29.4805345535,-2306.23674398
211,14,-0.822484755754,0.0980391204976,239.226268063,3.90890132455,-0.694283242267,-1188.31093316
211,14,5.74256012796,0.783205284742,473.077084373,-44.9894307712,-6.41427988596,-2044.2367362
211,14,0.496430484975,0.264596321525,55.0780050907,-23.3325815236,-11.4859612744,-2580.59164335
211,14,3.45745737141,1.08874491529,464.796007544,-23.1208655699,-2.2334180933,-268.497793657
211,14,-1.17683955773,-1.80115302492,100.07433619,8.44155920219,12.7932499993,-780.437598278
211,14,-0.00579379913857,0.0478548873865,13.3356284076,0.104623118803,-0.0436009778088,0.71886449149
211,14,0.331616323176,-0.639501388432,78.5008568438,-7.28349389334,14.3411493989,-1874.739805
211,14,-0.262317486518,-0.358299295919,53.7140353067,0.156428235452,0.197261803296,0.614777666003
211,14,-0.215021510341,-0.145282251456,11.8677687897,0.572304227768,0.418690212204,0.939884560133
211,14,11.7542455176,5.74977585772,349.870277108,-65.0962662107,-32.0844745179,-2053.8908807
211,14,-0.324130963228,-0.0582863940947,40.8562162676,0.260397383401,0.0796950642854,0.766109527408
211,14,-14.4622123001,21.399151409,446.80675105,18.966036894,-28.4380853889,-182.466499109
211,14,-4.20247953451,-3.63330867222,453.843388768,14.2680488719,8.41117337898,-125.762353171
211,14,-0.618923104447,0.812204186367,165.295151525,6.59240158773,-8.38968241711,-1779.12111794
211,14,-6.99606178288,1.65426566472,455.009475878,14.758861595,-2.97933508799,-84.8861999791
321,14,-0.830793394308,0.292187805215,28.746283241,6.05656164221,-2.30167689189,12.3382610015
211,14,0.379961111136,12.339097652,466.871412325,0.63463668366,4.27252056737,-961.647199695
211,14,-5.31748010791,1.26236899604,79.9078870978,2.53686329716,-0.652449907927,-3.47831339857
211,14,0.53391021399,-2.68925710702,467.420316548,9.61095490777,-23.6654993272,-709.387830447
211,14,5.07726709964,-5.69137343074,511.097963606,3.61970567819,-3.42858077426,-7.7710427415
211,14,1.45616090032,-1.11120418643,470.6596709,-28.2958009849,3.72554528032,-1253.03572955
211,14,0.0574558891012,-0.192383856337,56.9211437959,-1.84113693444,5.51687602737,-1372.81311446
211,14,-0.426452445594,-0.48043200118,46.4416891644,7.79620867075,9.151199813,-777.947170942
211,14,-0.880067666894,2.95369745104,470.99092429,-3.10974223049,10.6865823385,-51.4522136019
211,14,-0.378702093714,-1.05426111463,471.489322301,4.3550066665,-25.238474355,-499.700984245
211,14,0.206037813827,0.160478005194,15.9438052763,-1.65437646602,-1.5061444973,-95.0892356248
211,14,2.30976844866,0.332590424323,68.5651208681,-1.2455409983,-0.246638308147,-0.19146956914
211,14,-0.432434214713,-1.15494556864,134.678140703,0.0830796307414,0.248049521605,0.498281055927
211,14,0.074081840351,1.00108340955,205.010298874,-0.0198451075015,-5.0639025849,-1048.80165239
321,14,0.459635413876,0.051115673947,6.79937496921,-308.490114009,217.719067205,-3099.19059007
211,14,-1.29597753549,0.844516012298,98.5079259745,36.5376337216,-23.6790478717,-2862.23413458
211,14,-0.256215206649,2.07193157063,114.091099437,2.83727895471e-05,-0.801941489765,-0.189576082875
211,14,1.40139041201,-0.847944829765,48.1963651841,-63.2913326389,38.4606397015,-2262.87288867
211,14,0.222908564616,0.766524592239,474.678886398,-19.2312624278,9.89991239937,-1183.77980679
211,14,0.41846519869,0.75602513303,65.8384497261,-0.254529698234,-0.30132974105,0.374999694943
211,14,3.62869679325,2.96977508841,464.159524081,-23.0810824273,-15.4614192104,-406.095531199
211,14,4.77554704091,-3.18994381359,474.13579498,13.7448781836,-8.93747377741,-255.287019665
211,14,-0.0851491550216,-2.48061519518,416.851049789,0.391681348345,6.46040953543,-1286.98307415
211,14,-0.554326224206,0.253781099358,17.1228416668,4.87588060278,-1.60929169123,-213.371927534
211,14,-3.77838659942,11.7878997837,476.449700126,22.8777621392,-62.0754934794,-1430.55525992
211,14,-0.99637062448,0.0587854466239,76.7115993672,0.428901577232,-0.0555356541467,0.452403596548
211,14,1.26528146739,-0.890273482364,387.574673695,-0.313617581053,0.108070042309,0.439772670261
211,14,1.04668877141,-1.41167004324,386.725595267,-0.57779828067,0.670169004264,0.285462315054
211,14,-0.05062042642,2.1103651767,226.518807629,0.35734124021,-15.7405157637,-1772.13753025
211,14,0.556316795527,-0.487125891362,30.6859008989,-8.37894474872,8.96934674083,-500.775108108
211,14,-0.0990436761417,7.50136998812,487.632524256,1.86043351462,12.3090955401,-87.9290784946
211,14,1.2683824578,5.21108733654,506.924830389,-5.22535228711,-18.5819879404,-1305.61240667
211,14,7.54070822193,9.86063062806,176.334251136,-19.5738137924,-25.7099083433,-502.943936266
211,14,-1.33538062422,-0.748753172195,39.2410736262,1.15202750197,0.611589027531,1.72350970781
211,14,0.440870138657,1.0867023521,347.647227445,-1.33010045926,-3.62936448239,-1157.97769771
211,14,-1.12129484138,0.00628664661723,212.304027758,9.47689466202,-0.110711522497,-1748.89522806
211,14,6.34562302715,3.1787121333,470.75258815,-35.1859101958,-14.4608319223,-697.692369967
211,14,1.64572831297,2.042267479,109.529419142,-27.0070924493,-33.602683591,-1839.32078277
211,14,7.26035553975,-0.428339971739,456.112500703,-13.2465442252,-0.679909101515,-67.2572474552
211,14,0.0141327427002,-0.495132357351,23.1485571383,-0.031320913112,0.517517296073,3.40612158417
